year_month,rule,lookback_start,lookback_end,buy_date,sell_date,holdings,return
2012-07,rank_tail,2012-06-18,2012-07-31,2012-08-01,2012-08-31,AMD:lb=-0.3153;buy=4.06@2012-08-01;sell=3.72@2012-08-31;mret=-0.0837 | CMG:lb=-0.2947;buy=5.85@2012-08-01;sell=5.77@2012-08-31;mret=-0.0126 | ATGE:lb=-0.2578;buy=18.60@2012-08-01;sell=18.30@2012-08-31;mret=-0.0163 | HUM:lb=-0.2208;buy=54.88@2012-08-01;sell=62.44@2012-08-31;mret=0.1377 | TSN:lb=-0.2117;buy=11.35@2012-08-01;sell=11.87@2012-08-31;mret=0.0460 | TPR:lb=-0.1876;buy=33.26@2012-08-01;sell=39.20@2012-08-31;mret=0.1784 | TRIP:lb=-0.1670;buy=33.27@2012-08-01;sell=29.74@2012-08-31;mret=-0.1061 | ADM:lb=-0.1662;buy=17.86@2012-08-01;sell=18.44@2012-08-31;mret=0.0323 | SBUX:lb=-0.1643;buy=17.51@2012-08-01;sell=19.26@2012-08-31;mret=0.0999 | CLF:lb=-0.1623;buy=35.25@2012-08-01;sell=31.33@2012-08-31;mret=-0.1111,0.015756893822322038
2012-08,rank_tail,2012-07-20,2012-08-31,2012-09-04,2012-09-28,BMC:lb=-0.7934;buy=532.00@2012-09-04;sell=532.00@2012-09-28;mret=0.0000 | ATGE:lb=-0.3074;buy=18.30@2012-09-04;sell=21.56@2012-09-28;mret=0.1787 | NFLX:lb=-0.2701;buy=0.85@2012-09-04;sell=0.78@2012-09-28;mret=-0.0884 | TRIP:lb=-0.2552;buy=29.74@2012-09-04;sell=29.28@2012-09-28;mret=-0.0153 | CLF:lb=-0.2097;buy=31.33@2012-09-04;sell=34.21@2012-09-28;mret=0.0918 | TIE:lb=-0.1964;buy=9000.00@2012-09-04;sell=8100.00@2012-09-28;mret=-0.1000 | FE:lb=-0.1227;buy=24.69@2012-09-04;sell=24.92@2012-09-28;mret=0.0092 | AMD:lb=-0.1185;buy=3.72@2012-09-04;sell=3.37@2012-09-28;mret=-0.0941 | VMC:lb=-0.1168;buy=35.40@2012-09-04;sell=43.03@2012-09-28;mret=0.2153 | OI:lb=-0.1100;buy=17.13@2012-09-04;sell=18.39@2012-09-28;mret=0.0732,0.02794146911006501
2012-09,rank_tail,2012-08-16,2012-09-28,2012-10-01,2012-10-31,AMD:lb=-0.1918;buy=3.37@2012-10-01;sell=2.05@2012-10-31;mret=-0.3917 | TIE:lb=-0.1900;buy=8100.00@2012-10-01;sell=8600.00@2012-10-31;mret=0.0617 | JBL:lb=-0.1875;buy=16.44@2012-10-01;sell=15.23@2012-10-31;mret=-0.0737 | NFLX:lb=-0.1535;buy=0.78@2012-10-01;sell=1.13@2012-10-31;mret=0.4555 | BBY:lb=-0.1493;buy=10.84@2012-10-01;sell=9.59@2012-10-31;mret=-0.1157 | NSC:lb=-0.1481;buy=47.15@2012-10-01;sell=45.82@2012-10-31;mret=-0.0281 | INTC:lb=-0.1478;buy=16.04@2012-10-01;sell=15.31@2012-10-31;mret=-0.0455 | WDC:lb=-0.1417;buy=23.56@2012-10-01;sell=20.82@2012-10-31;mret=-0.1162 | NBR:lb=-0.1345;buy=599.39@2012-10-01;sell=576.32@2012-10-31;mret=-0.0385 | HPQ:lb=-0.1194;buy=5.15@2012-10-01;sell=4.18@2012-10-31;mret=-0.1882,-0.058170282229360715
2012-10,rank_tail,2012-09-17,2012-10-31,2012-11-01,2012-11-30,AMD:lb=-0.4888;buy=2.05@2012-11-01;sell=2.20@2012-11-30;mret=0.0732 | WU:lb=-0.3250;buy=6.63@2012-11-01;sell=6.57@2012-11-30;mret=-0.0094 | CMG:lb=-0.2661;buy=5.09@2012-11-01;sell=5.28@2012-11-30;mret=0.0363 | VIAV:lb=-0.2646;buy=5.52@2012-11-01;sell=6.90@2012-11-30;mret=0.2505 | ATI:lb=-0.2474;buy=23.99@2012-11-01;sell=23.84@2012-11-30;mret=-0.0065 | NTAP:lb=-0.2400;buy=19.95@2012-11-01;sell=23.51@2012-11-30;mret=0.1784 | HPQ:lb=-0.2394;buy=4.18@2012-11-01;sell=3.92@2012-11-30;mret=-0.0621 | JBL:lb=-0.2255;buy=15.23@2012-11-01;sell=16.76@2012-11-30;mret=0.1008 | NFX:lb=-0.2227;buy=27.12@2012-11-01;sell=24.34@2012-11-30;mret=-0.1025 | VRSN:lb=-0.2113;buy=36.75@2012-11-01;sell=33.85@2012-11-30;mret=-0.0788,0.038664857029997
2012-11,rank_tail,2012-10-16,2012-11-30,2012-12-03,2012-12-31,CBE:lb=-0.9991;buy=0.07@2012-12-03;sell=0.07@2012-12-31;mret=-0.0000 | CLF:lb=-0.3359;buy=25.59@2012-12-03;sell=34.32@2012-12-31;mret=0.3416 | WU:lb=-0.3056;buy=6.57@2012-12-03;sell=7.16@2012-12-31;mret=0.0896 | VRSN:lb=-0.2973;buy=33.85@2012-12-03;sell=38.48@2012-12-31;mret=0.1367 | NFX:lb=-0.2843;buy=24.34@2012-12-03;sell=26.78@2012-12-31;mret=0.1002 | BBY:lb=-0.2555;buy=8.26@2012-12-03;sell=7.57@2012-12-31;mret=-0.0835 | TDC:lb=-0.2126;buy=59.48@2012-12-03;sell=61.89@2012-12-31;mret=0.0405 | ATI:lb=-0.2009;buy=23.84@2012-12-03;sell=27.82@2012-12-31;mret=0.1672 | AN:lb=-0.1818;buy=38.94@2012-12-03;sell=39.70@2012-12-31;mret=0.0195 | AMD:lb=-0.1791;buy=2.20@2012-12-03;sell=2.40@2012-12-31;mret=0.0909,0.09242968669515794
2012-12,rank_tail,2012-11-15,2012-12-31,2013-01-02,2013-01-31,BBY:lb=-0.2121;buy=7.57@2013-01-02;sell=10.39@2013-01-31;mret=0.3722 | KSS:lb=-0.1543;buy=23.44@2013-01-02;sell=25.24@2013-01-31;mret=0.0770 | DRI:lb=-0.1072;buy=26.76@2013-01-02;sell=27.91@2013-01-31;mret=0.0431 | FCX:lb=-0.0826;buy=26.71@2013-01-02;sell=27.77@2013-01-31;mret=0.0398 | DG:lb=-0.0807;buy=38.35@2013-01-02;sell=40.20@2013-01-31;mret=0.0483 | VRSN:lb=-0.0671;buy=38.48@2013-01-02;sell=43.03@2013-01-31;mret=0.1182 | RRC:lb=-0.0663;buy=58.57@2013-01-02;sell=62.61@2013-01-31;mret=0.0691 | YUM:lb=-0.0662;buy=37.21@2013-01-02;sell=36.58@2013-01-31;mret=-0.0169 | ISRG:lb=-0.0647;buy=54.49@2013-01-02;sell=63.82@2013-01-31;mret=0.1713 | AZO:lb=-0.0492;buy=354.43@2013-01-02;sell=369.70@2013-01-31;mret=0.0431,0.0956480342031012
2013-01,rank_tail,2012-12-17,2013-01-31,2013-02-01,2013-02-28,GME:lb=-0.1570;buy=4.05@2013-02-01;sell=4.38@2013-02-28;mret=0.0802 | AAPL:lb=-0.1221;buy=13.78@2013-02-01;sell=13.43@2013-02-28;mret=-0.0253 | FSLR:lb=-0.1202;buy=28.18@2013-02-01;sell=25.84@2013-02-28;mret=-0.0830 | TPR:lb=-0.1190;buy=34.75@2013-02-01;sell=32.93@2013-02-28;mret=-0.0524 | MNST:lb=-0.0921;buy=7.98@2013-02-01;sell=8.41@2013-02-28;mret=0.0534 | STZ:lb=-0.0897;buy=27.70@2013-02-01;sell=37.87@2013-02-28;mret=0.3671 | GRMN:lb=-0.0852;buy=25.26@2013-02-01;sell=22.91@2013-02-28;mret=-0.0932 | CNX:lb=-0.0658;buy=25.48@2013-02-01;sell=26.14@2013-02-28;mret=0.0258 | YUM:lb=-0.0549;buy=36.58@2013-02-01;sell=36.88@2013-02-28;mret=0.0083 | BBBY:lb=-0.0515;buy=13.44@2013-02-01;sell=11.62@2013-02-28;mret=-0.1354,0.016459357359658533
2013-02,rank_tail,2013-01-15,2013-02-28,2013-03-01,2013-03-28,CLF:lb=-0.3045;buy=22.78@2013-03-01;sell=17.01@2013-03-28;mret=-0.2533 | COL:lb=-0.2500;buy=1.05@2013-03-01;sell=0.80@2013-03-28;mret=-0.2381 | TPR:lb=-0.2130;buy=32.93@2013-03-01;sell=34.27@2013-03-28;mret=0.0406 | BBBY:lb=-0.2047;buy=11.62@2013-03-01;sell=12.32@2013-03-28;mret=0.0602 | FSLR:lb=-0.1828;buy=25.84@2013-03-01;sell=26.96@2013-03-28;mret=0.0433 | NFX:lb=-0.1755;buy=23.12@2013-03-01;sell=22.42@2013-03-28;mret=-0.0303 | COF:lb=-0.1722;buy=40.59@2013-03-01;sell=43.70@2013-03-28;mret=0.0768 | GRMN:lb=-0.1416;buy=22.91@2013-03-01;sell=22.31@2013-03-28;mret=-0.0258 | SPGI:lb=-0.1409;buy=40.62@2013-03-01;sell=45.45@2013-03-28;mret=0.1188 | CHRW:lb=-0.1220;buy=42.18@2013-03-01;sell=43.99@2013-03-28;mret=0.0428,-0.012955349071075428
2013-03,rank_tail,2013-02-13,2013-03-28,2013-04-01,2013-04-30,CLF:lb=-0.3476;buy=17.01@2013-04-01;sell=19.09@2013-04-30;mret=0.1226 | COL:lb=-0.3333;buy=0.80@2013-04-01;sell=0.75@2013-04-30;mret=-0.0625 | NFX:lb=-0.2474;buy=22.42@2013-04-01;sell=21.79@2013-04-30;mret=-0.0281 | FSLR:lb=-0.1692;buy=26.96@2013-04-01;sell=46.56@2013-04-30;mret=0.7270 | EXPD:lb=-0.1626;buy=30.15@2013-04-01;sell=30.32@2013-04-30;mret=0.0056 | ISRG:lb=-0.1438;buy=54.58@2013-04-01;sell=54.70@2013-04-30;mret=0.0022 | GRMN:lb=-0.1320;buy=22.31@2013-04-01;sell=23.69@2013-04-30;mret=0.0614 | FFIV:lb=-0.1291;buy=89.08@2013-04-01;sell=76.43@2013-04-30;mret=-0.1420 | VIAV:lb=-0.1290;buy=7.61@2013-04-01;sell=7.68@2013-04-30;mret=0.0097 | CF:lb=-0.1247;buy=27.23@2013-04-01;sell=26.68@2013-04-30;mret=-0.0203,0.07242621411512395
2013-04,rank_tail,2013-03-18,2013-04-30,2013-05-01,2013-05-31,EW:lb=-0.2145;buy=10.63@2013-05-01;sell=11.08@2013-05-31;mret=0.0419 | NEM:lb=-0.1906;buy=24.40@2013-05-01;sell=25.81@2013-05-31;mret=0.0580 | TXT:lb=-0.1672;buy=25.24@2013-05-01;sell=26.42@2013-05-31;mret=0.0470 | CTSH:lb=-0.1651;buy=28.72@2013-05-01;sell=28.66@2013-05-31;mret=-0.0023 | FFIV:lb=-0.1530;buy=76.43@2013-05-01;sell=83.21@2013-05-31;mret=0.0887 | ATI:lb=-0.1467;buy=24.86@2013-05-01;sell=25.56@2013-05-31;mret=0.0281 | EXPE:lb=-0.1335;buy=51.81@2013-05-01;sell=53.47@2013-05-31;mret=0.0322 | FDX:lb=-0.1238;buy=79.34@2013-05-01;sell=81.30@2013-05-31;mret=0.0248 | MPC:lb=-0.1170;buy=26.97@2013-05-01;sell=28.53@2013-05-31;mret=0.0577,0.04504047762770513
2013-05,rank_tail,2013-04-18,2013-05-31,2013-06-03,2013-06-28,HAR:lb=-0.4442;buy=19248.10@2013-06-03;sell=25814.10@2013-06-28;mret=0.3411 | EW:lb=-0.1969;buy=11.08@2013-06-03;sell=11.20@2013-06-28;mret=0.0111 | FE:lb=-0.1344;buy=22.90@2013-06-03;sell=21.92@2013-06-28;mret=-0.0428 | EXC:lb=-0.1329;buy=14.26@2013-06-03;sell=14.05@2013-06-28;mret=-0.0147 | EIX:lb=-0.1104;buy=28.57@2013-06-03;sell=30.17@2013-06-28;mret=0.0560 | PFE:lb=-0.1024;buy=15.44@2013-06-03;sell=15.89@2013-06-28;mret=0.0286 | OKE:lb=-0.0894;buy=19.01@2013-06-03;sell=17.40@2013-06-28;mret=-0.0848 | CTSH:lb=-0.0827;buy=28.66@2013-06-03;sell=27.77@2013-06-28;mret=-0.0311 | VTR:lb=-0.0817;buy=46.83@2013-06-03;sell=46.01@2013-06-28;mret=-0.0175 | DUK:lb=-0.0764;buy=39.83@2013-06-03;sell=40.17@2013-06-28;mret=0.0085,0.02463512568410331
2013-06,rank_tail,2013-05-16,2013-06-28,2013-07-01,2013-07-31,IRM:lb=-0.3002;buy=12.05@2013-07-01;sell=12.59@2013-07-31;mret=0.0447 | DHI:lb=-0.2060;buy=18.69@2013-07-01;sell=17.65@2013-07-31;mret=-0.0555 | CLF:lb=-0.2042;buy=14.64@2013-07-01;sell=17.57@2013-07-31;mret=0.2006 | CNX:lb=-0.1944;buy=22.11@2013-07-01;sell=25.32@2013-07-31;mret=0.1450 | PHM:lb=-0.1876;buy=16.19@2013-07-01;sell=14.19@2013-07-31;mret=-0.1234 | BEN:lb=-0.1787;buy=27.34@2013-07-01;sell=29.47@2013-07-31;mret=0.0781 | CRM:lb=-0.1727;buy=37.72@2013-07-01;sell=43.22@2013-07-31;mret=0.1459 | JEF:lb=-0.1710;buy=17.71@2013-07-01;sell=18.12@2013-07-31;mret=0.0233 | FFIV:lb=-0.1671;buy=68.80@2013-07-01;sell=87.80@2013-07-31;mret=0.2762 | LEN:lb=-0.1607;buy=30.90@2013-07-01;sell=29.07@2013-07-31;mret=-0.0591,0.06564783492189874
2013-07,rank_tail,2013-06-18,2013-07-31,2013-08-01,2013-08-30,HAR:lb=-0.5711;buy=11225.10@2013-08-01;sell=8325.27@2013-08-30;mret=-0.2583 | MOS:lb=-0.3000;buy=32.14@2013-08-01;sell=32.58@2013-08-30;mret=0.0136 | ISRG:lb=-0.2386;buy=43.11@2013-08-01;sell=42.95@2013-08-30;mret=-0.0038 | PHM:lb=-0.2262;buy=14.19@2013-08-01;sell=13.17@2013-08-30;mret=-0.0718 | EXPE:lb=-0.2228;buy=43.82@2013-08-01;sell=43.61@2013-08-30;mret=-0.0048 | DHI:lb=-0.1756;buy=17.65@2013-08-01;sell=15.67@2013-08-30;mret=-0.1119 | LEN:lb=-0.1376;buy=29.07@2013-08-01;sell=27.31@2013-08-30;mret=-0.0608 | VMC:lb=-0.1287;buy=42.94@2013-08-01;sell=43.52@2013-08-30;mret=0.0134 | ACN:lb=-0.1100;buy=59.35@2013-08-01;sell=58.10@2013-08-30;mret=-0.0211 | DVA:lb=-0.1011;buy=58.21@2013-08-01;sell=53.76@2013-08-30;mret=-0.0765,-0.057219725022751744
2013-08,rank_tail,2013-07-19,2013-08-30,2013-09-03,2013-09-30,HAR:lb=-0.4438;buy=8325.27@2013-09-03;sell=5519.00@2013-09-30;mret=-0.3371 | ANF:lb=-0.2786;buy=27.23@2013-09-03;sell=27.27@2013-09-30;mret=0.0017 | EXPE:lb=-0.2720;buy=43.61@2013-09-03;sell=48.32@2013-09-30;mret=0.1080 | FSLR:lb=-0.2399;buy=36.72@2013-09-03;sell=40.21@2013-09-30;mret=0.0950 | MOS:lb=-0.2251;buy=32.58@2013-09-03;sell=33.65@2013-09-30;mret=0.0329 | PHM:lb=-0.2027;buy=13.17@2013-09-03;sell=14.16@2013-09-30;mret=0.0752 | DHI:lb=-0.1912;buy=15.67@2013-09-03;sell=17.06@2013-09-30;mret=0.0885 | AMD:lb=-0.1886;buy=3.27@2013-09-03;sell=3.81@2013-09-30;mret=0.1651 | STX:lb=-0.1861;buy=22.06@2013-09-03;sell=25.19@2013-09-30;mret=0.1420 | VIAV:lb=-0.1548;buy=7.30@2013-09-03;sell=8.37@2013-09-30;mret=0.1465,0.04591435058152671
2013-09,rank_tail,2013-08-16,2013-09-30,2013-10-01,2013-10-31,HAR:lb=-0.4537;buy=5519.00@2013-10-01;sell=5893.17@2013-10-31;mret=0.0678 | ANF:lb=-0.2650;buy=27.27@2013-10-01;sell=28.90@2013-10-31;mret=0.0597 | HPQ:lb=-0.2004;buy=6.52@2013-10-01;sell=7.56@2013-10-31;mret=0.1610 | CAG:lb=-0.1277;buy=15.57@2013-10-01;sell=16.46@2013-10-31;mret=0.0567 | NEM:lb=-0.1253;buy=21.55@2013-10-01;sell=20.91@2013-10-31;mret=-0.0299 | CPB:lb=-0.1150;buy=27.84@2013-10-01;sell=29.34@2013-10-31;mret=0.0537 | MNST:lb=-0.1029;buy=8.71@2013-10-01;sell=9.54@2013-10-31;mret=0.0953 | CLF:lb=-0.1021;buy=18.58@2013-10-01;sell=23.27@2013-10-31;mret=0.2527 | TDC:lb=-0.1013;buy=55.44@2013-10-01;sell=44.07@2013-10-31;mret=-0.2051,0.05638316564006374
2013-10,rank_tail,2013-09-19,2013-10-31,2013-11-01,2013-11-29,TDC:lb=-0.2541;buy=44.07@2013-11-01;sell=45.64@2013-11-29;mret=0.0356 | BBBY:lb=-0.1744;buy=23.43@2013-11-01;sell=28.00@2013-11-29;mret=0.1950 | AKAM:lb=-0.1518;buy=44.76@2013-11-01;sell=44.72@2013-11-29;mret=-0.0009 | VIAV:lb=-0.1416;buy=7.45@2013-11-01;sell=6.91@2013-11-29;mret=-0.0726 | SWK:lb=-0.1356;buy=58.08@2013-11-01;sell=59.77@2013-11-29;mret=0.0291 | FFIV:lb=-0.1242;buy=81.54@2013-11-01;sell=82.26@2013-11-29;mret=0.0088 | NTAP:lb=-0.1211;buy=29.00@2013-11-01;sell=30.82@2013-11-29;mret=0.0629 | JBL:lb=-0.1187;buy=18.62@2013-11-01;sell=18.16@2013-11-29;mret=-0.0245 | FTI:lb=-0.1155;buy=34.51@2013-11-01;sell=32.84@2013-11-29;mret=-0.0485 | AN:lb=-0.1085;buy=48.23@2013-11-01;sell=49.04@2013-11-29;mret=0.0168,0.01925860519747058
2013-11,rank_tail,2013-10-17,2013-11-29,2013-12-02,2013-12-31,VIAV:lb=-0.1997;buy=6.91@2013-12-02;sell=7.39@2013-12-31;mret=0.0700 | FTI:lb=-0.1742;buy=32.84@2013-12-02;sell=35.64@2013-12-31;mret=0.0854 | EW:lb=-0.1497;buy=10.92@2013-12-02;sell=10.96@2013-12-31;mret=0.0035 | AKAM:lb=-0.1407;buy=44.72@2013-12-02;sell=47.18@2013-12-31;mret=0.0550 | AIV:lb=-0.1387;buy=1.33@2013-12-02;sell=1.37@2013-12-31;mret=0.0319 | VTR:lb=-0.1366;buy=38.06@2013-12-02;sell=38.86@2013-12-31;mret=0.0211 | WELL:lb=-0.1317;buy=34.70@2013-12-02;sell=33.20@2013-12-31;mret=-0.0432 | FE:lb=-0.1188;buy=19.72@2013-12-02;sell=19.93@2013-12-31;mret=0.0107 | PSA:lb=-0.1151;buy=95.50@2013-12-02;sell=95.00@2013-12-31;mret=-0.0053 | AVB:lb=-0.1102;buy=79.80@2013-12-02;sell=80.30@2013-12-31;mret=0.0063,0.024044673041205833
2013-12,rank_tail,2013-11-15,2013-12-31,2014-01-02,2014-01-31,NFX:lb=-0.1699;buy=24.63@2014-01-02;sell=24.77@2014-01-31;mret=0.0057 | NEM:lb=-0.1643;buy=17.81@2014-01-02;sell=16.71@2014-01-31;mret=-0.0621 | FSLR:lb=-0.1488;buy=54.64@2014-01-02;sell=50.58@2014-01-31;mret=-0.0743 | LH:lb=-0.1407;buy=74.99@2014-01-02;sell=73.72@2014-01-31;mret=-0.0169 | DGX:lb=-0.1392;buy=41.94@2014-01-02;sell=41.36@2014-01-31;mret=-0.0138 | GME:lb=-0.1236;buy=8.87@2014-01-02;sell=6.32@2014-01-31;mret=-0.2881 | JBL:lb=-0.1201;buy=15.62@2014-01-02;sell=16.10@2014-01-31;mret=0.0304 | WELL:lb=-0.1147;buy=33.20@2014-01-02;sell=35.89@2014-01-31;mret=0.0812 | F:lb=-0.0961;buy=8.30@2014-01-02;sell=8.11@2014-01-31;mret=-0.0227 | HAL:lb=-0.0948;buy=40.62@2014-01-02;sell=39.23@2014-01-31;mret=-0.0343,-0.03893096839573573
2014-01,rank_tail,2013-12-17,2014-01-31,2014-02-03,2014-02-28,BBY:lb=-0.4289;buy=15.38@2014-02-03;sell=17.40@2014-02-28;mret=0.1313 | GME:lb=-0.2840;buy=6.32@2014-02-03;sell=6.72@2014-02-28;mret=0.0639 | BBBY:lb=-0.2232;buy=21.06@2014-02-03;sell=19.67@2014-02-28;mret=-0.0660 | CLF:lb=-0.1916;buy=17.60@2014-02-03;sell=18.37@2014-02-28;mret=0.0436 | MAT:lb=-0.1535;buy=31.17@2014-02-03;sell=31.06@2014-02-28;mret=-0.0037 | TPR:lb=-0.1340;buy=33.43@2014-02-03;sell=34.07@2014-02-28;mret=0.0192 | GM:lb=-0.1312;buy=26.91@2014-02-03;sell=26.99@2014-02-28;mret=0.0033 | KMX:lb=-0.1283;buy=45.11@2014-02-03;sell=48.43@2014-02-28;mret=0.0736 | WHR:lb=-0.1203;buy=86.16@2014-02-03;sell=93.90@2014-02-28;mret=0.0898 | SLM:lb=-0.1102;buy=7.10@2014-02-03;sell=7.47@2014-02-28;mret=0.0518,0.04222061418892542
2014-02,rank_tail,2014-01-15,2014-02-28,2014-03-03,2014-03-31,BBBY:lb=-0.3137;buy=19.67@2014-03-03;sell=19.70@2014-03-31;mret=0.0015 | BBY:lb=-0.2912;buy=17.40@2014-03-03;sell=17.37@2014-03-31;mret=-0.0017 | CAG:lb=-0.1523;buy=14.81@2014-03-03;sell=16.18@2014-03-31;mret=0.0926 | MAT:lb=-0.1480;buy=31.06@2014-03-03;sell=33.39@2014-03-31;mret=0.0750 | STX:lb=-0.1346;buy=30.58@2014-03-03;sell=32.90@2014-03-31;mret=0.0761 | CHRW:lb=-0.1261;buy=39.08@2014-03-03;sell=39.74@2014-03-31;mret=0.0170 | CLF:lb=-0.1241;buy=18.37@2014-03-03;sell=18.77@2014-03-31;mret=0.0215 | SLM:lb=-0.1211;buy=7.47@2014-03-03;sell=7.68@2014-03-31;mret=0.0289 | ATI:lb=-0.1209;buy=29.83@2014-03-03;sell=35.55@2014-03-31;mret=0.1920 | VRSN:lb=-0.1198;buy=54.63@2014-03-03;sell=53.44@2014-03-31;mret=-0.0218,0.04901367516089028
2014-03,rank_tail,2014-02-14,2014-03-31,2014-04-01,2014-04-30,NFLX:lb=-0.1917;buy=5.03@2014-04-01;sell=4.60@2014-04-30;mret=-0.0852 | VRTX:lb=-0.1334;buy=70.72@2014-04-01;sell=67.70@2014-04-30;mret=-0.0427 | GILD:lb=-0.1274;buy=49.23@2014-04-01;sell=54.53@2014-04-30;mret=0.1077 | CLF:lb=-0.1108;buy=18.77@2014-04-01;sell=16.25@2014-04-30;mret=-0.1339 | NTAP:lb=-0.0938;buy=27.67@2014-04-01;sell=26.82@2014-04-30;mret=-0.0310 | ADSK:lb=-0.0921;buy=49.18@2014-04-01;sell=48.02@2014-04-30;mret=-0.0236 | CRM:lb=-0.0909;buy=56.40@2014-04-01;sell=51.03@2014-04-30;mret=-0.0953 | DHI:lb=-0.0834;buy=19.04@2014-04-01;sell=19.60@2014-04-30;mret=0.0291 | THC:lb=-0.0805;buy=42.81@2014-04-01;sell=45.08@2014-04-30;mret=0.0530 | ICE:lb=-0.0763;buy=34.08@2014-04-01;sell=35.22@2014-04-30;mret=0.0334,-0.01723511524088761
2014-04,rank_tail,2014-03-18,2014-04-30,2014-05-01,2014-05-30,BBBY:lb=-0.2556;buy=16.02@2014-05-01;sell=15.26@2014-05-30;mret=-0.0474 | NFLX:lb=-0.2337;buy=4.60@2014-05-01;sell=5.97@2014-05-30;mret=0.2974 | TRIP:lb=-0.2325;buy=71.80@2014-05-01;sell=86.41@2014-05-30;mret=0.2035 | AMZN:lb=-0.1971;buy=15.21@2014-05-01;sell=15.63@2014-05-30;mret=0.0277 | HAR:lb=-0.1852;buy=8231.72@2014-05-01;sell=8231.72@2014-05-30;mret=0.0000 | BIIB:lb=-0.1842;buy=287.12@2014-05-01;sell=319.37@2014-05-30;mret=0.1123 | CMG:lb=-0.1587;buy=9.97@2014-05-01;sell=10.94@2014-05-30;mret=0.0975 | ISRG:lb=-0.1569;buy=40.19@2014-05-01;sell=41.08@2014-05-30;mret=0.0222 | VRTX:lb=-0.1430;buy=67.70@2014-05-01;sell=72.26@2014-05-30;mret=0.0674 | WAT:lb=-0.1374;buy=98.54@2014-05-01;sell=100.16@2014-05-30;mret=0.0164,0.08019976104567017
2014-05,rank_tail,2014-04-16,2014-05-30,2014-06-02,2014-06-30,TPR:lb=-0.1734;buy=28.62@2014-06-02;sell=24.24@2014-06-30;mret=-0.1531 | BBBY:lb=-0.1374;buy=15.26@2014-06-02;sell=15.77@2014-06-30;mret=0.0334 | ISRG:lb=-0.1093;buy=41.08@2014-06-02;sell=45.76@2014-06-30;mret=0.1138 | TDC:lb=-0.1081;buy=41.99@2014-06-02;sell=40.20@2014-06-30;mret=-0.0426 | WAT:lb=-0.0880;buy=100.16@2014-06-02;sell=104.44@2014-06-30;mret=0.0427 | FSLR:lb=-0.0860;buy=61.78@2014-06-02;sell=71.06@2014-06-30;mret=0.1502 | BBT:lb=-0.0855;buy=16.28@2014-06-02;sell=16.72@2014-06-30;mret=0.0274 | URBN:lb=-0.0756;buy=33.52@2014-06-02;sell=33.86@2014-06-30;mret=0.0101 | TJX:lb=-0.0749;buy=23.25@2014-06-02;sell=22.69@2014-06-30;mret=-0.0239 | EBAY:lb=-0.0724;buy=19.00@2014-06-02;sell=18.75@2014-06-30;mret=-0.0132,0.013294429810980724
2014-06,rank_tail,2014-05-16,2014-06-30,2014-07-01,2014-07-31,TPR:lb=-0.1789;buy=24.24@2014-07-01;sell=24.50@2014-07-31;mret=0.0108 | PVH:lb=-0.1234;buy=114.66@2014-07-01;sell=108.35@2014-07-31;mret=-0.0551 | MPC:lb=-0.1191;buy=27.57@2014-07-01;sell=29.48@2014-07-31;mret=0.0693 | TJX:lb=-0.0924;buy=22.69@2014-07-01;sell=22.75@2014-07-31;mret=0.0026 | VLO:lb=-0.0866;buy=32.32@2014-07-01;sell=32.77@2014-07-31;mret=0.0140 | TSN:lb=-0.0805;buy=29.04@2014-07-01;sell=28.78@2014-07-31;mret=-0.0088 | URBN:lb=-0.0649;buy=33.86@2014-07-01;sell=35.73@2014-07-31;mret=0.0552 | CAG:lb=-0.0560;buy=15.60@2014-07-01;sell=15.96@2014-07-31;mret=0.0234 | TSCO:lb=-0.0536;buy=10.24@2014-07-01;sell=10.54@2014-07-31;mret=0.0293 | VTR:lb=-0.0498;buy=44.48@2014-07-01;sell=44.07@2014-07-31;mret=-0.0094,0.014021726087714237
2014-07,rank_tail,2014-06-18,2014-07-31,2014-08-01,2014-08-29,GNW:lb=-0.2616;buy=13.10@2014-08-01;sell=14.19@2014-08-29;mret=0.0832 | NRG:lb=-0.1713;buy=24.10@2014-08-01;sell=23.96@2014-08-29;mret=-0.0058 | CNX:lb=-0.1608;buy=32.02@2014-08-01;sell=33.27@2014-08-29;mret=0.0393 | EXC:lb=-0.1566;buy=14.72@2014-08-01;sell=15.99@2014-08-29;mret=0.0859 | PNR:lb=-0.1410;buy=35.49@2014-08-01;sell=37.70@2014-08-29;mret=0.0624 | RRC:lb=-0.1396;buy=70.67@2014-08-01;sell=73.47@2014-08-29;mret=0.0397 | EQT:lb=-0.1322;buy=46.86@2014-08-01;sell=49.50@2014-08-29;mret=0.0562 | FMC:lb=-0.1285;buy=44.36@2014-08-01;sell=44.99@2014-08-29;mret=0.0141 | YUM:lb=-0.1251;buy=40.25@2014-08-01;sell=42.01@2014-08-29;mret=0.0437 | LEN:lb=-0.1244;buy=31.23@2014-08-01;sell=33.78@2014-08-29;mret=0.0814,0.050408582830556936
