year_month,rule,lookback_start,lookback_end,buy_date,sell_date,holdings,return,benchmark_return,spy_return,active_return,active_return_vs_spy
2015-01,rank_tail,2015-01-02,2015-01-30,2015-02-02,2015-02-27,,0.0,0.05947925167927326,0.05620470813377465,-0.05947925167927326,-0.05620470813377465
2016-10,rank_tail,2016-09-19,2016-10-31,2016-11-01,2016-11-30,UA:lb=-0.2356;buy=25.86@2016-11-01;sell=25.78@2016-11-30;mret=-0.0031 | MCK:lb=-0.2293;buy=118.21@2016-11-01;sell=133.94@2016-11-30;mret=0.1331 | ILMN:lb=-0.2137;buy=132.43@2016-11-01;sell=129.51@2016-11-30;mret=-0.0220 | UAA:lb=-0.1972;buy=31.10@2016-11-01;sell=30.80@2016-11-30;mret=-0.0096 | EW:lb=-0.1843;buy=31.74@2016-11-01;sell=27.62@2016-11-30;mret=-0.1299 | AMGN:lb=-0.1763;buy=106.90@2016-11-01;sell=109.84@2016-11-30;mret=0.0275 | VRTX:lb=-0.1687;buy=75.86@2016-11-01;sell=81.61@2016-11-30;mret=0.0758 | ZBH:lb=-0.1550;buy=94.93@2016-11-01;sell=91.74@2016-11-30;mret=-0.0336 | AYI:lb=-0.1486;buy=217.01@2016-11-01;sell=244.03@2016-11-30;mret=0.1245 | REGN:lb=-0.1435;buy=343.12@2016-11-01;sell=377.15@2016-11-30;mret=0.0992,0.027644183018749935,0.05101823897584068,0.036838484337957444,-0.023374055957090745,-0.00919430131920751
2016-11,rank_tail,2016-10-18,2016-11-30,2016-12-01,2016-12-30,EW:lb=-0.2992;buy=27.62@2016-12-01;sell=31.23@2016-12-30;mret=0.1310 | TRIP:lb=-0.2360;buy=42.93@2016-12-01;sell=41.24@2016-12-30;mret=-0.0396 | FSLR:lb=-0.2338;buy=30.32@2016-12-01;sell=32.09@2016-12-30;mret=0.0584 | UA:lb=-0.2261;buy=25.78@2016-12-01;sell=25.17@2016-12-30;mret=-0.0237 | ZBH:lb=-0.2110;buy=91.74@2016-12-01;sell=93.17@2016-12-30;mret=0.0155 | TSN:lb=-0.2030;buy=45.06@2016-12-01;sell=48.92@2016-12-30;mret=0.0857 | COTY:lb=-0.2015;buy=16.44@2016-12-01;sell=16.19@2016-12-30;mret=-0.0148 | UAA:lb=-0.1958;buy=30.80@2016-12-01;sell=29.05@2016-12-30;mret=-0.0568 | HAR:lb=-0.1579;buy=3827.75@2016-12-01;sell=2526.32@2016-12-30;mret=-0.3400 | PBI:lb=-0.1560;buy=9.32@2016-12-01;sell=9.86@2016-12-30;mret=0.0585,-0.017275721700341418,0.013224611628423144,0.020271763443989732,-0.03050033332876456,-0.03754748514433115
2016-12,rank_tail,2016-11-16,2016-12-30,2017-01-03,2017-01-31,HAR:lb=-0.3889;buy=2526.32@2017-01-03;sell=2296.65@2017-01-31;mret=-0.0909 | URBN:lb=-0.2720;buy=28.48@2017-01-03;sell=26.54@2017-01-31;mret=-0.0681 | RL:lb=-0.1885;buy=75.52@2017-01-03;sell=73.94@2017-01-31;mret=-0.0209 | VRTX:lb=-0.1857;buy=73.67@2017-01-03;sell=85.87@2017-01-31;mret=0.1656 | PVH:lb=-0.1649;buy=89.08@2017-01-03;sell=92.60@2017-01-31;mret=0.0396 | HBI:lb=-0.1538;buy=16.97@2017-01-03;sell=18.65@2017-01-31;mret=0.0992 | M:lb=-0.1360;buy=24.03@2017-01-03;sell=19.82@2017-01-31;mret=-0.1751 | MAT:lb=-0.1287;buy=26.45@2017-01-03;sell=25.17@2017-01-31;mret=-0.0486 | REGN:lb=-0.1261;buy=365.07@2017-01-03;sell=357.31@2017-01-31;mret=-0.0212 | SPGI:lb=-0.1185;buy=99.12@2017-01-03;sell=110.77@2017-01-31;mret=0.1175,-8.445955387481607e-05,0.021477329307669102,0.017894677912671852,-0.021561788861543918,-0.01797913746654667
2017-01,rank_tail,2016-12-15,2017-01-31,2017-02-01,2017-02-28,UAA:lb=-0.3068;buy=21.49@2017-02-01;sell=20.62@2017-02-28;mret=-0.0405 | KSS:lb=-0.2832;buy=24.76@2017-02-01;sell=26.49@2017-02-28;mret=0.0700 | M:lb=-0.2641;buy=19.82@2017-02-01;sell=22.29@2017-02-28;mret=0.1246 | UA:lb=-0.2550;buy=19.22@2017-02-01;sell=18.56@2017-02-28;mret=-0.0343 | QCOM:lb=-0.2146;buy=41.75@2017-02-01;sell=44.55@2017-02-28;mret=0.0670 | SIG:lb=-0.1800;buy=64.48@2017-02-01;sell=52.79@2017-02-28;mret=-0.1813 | TGT:lb=-0.1624;buy=49.49@2017-02-01;sell=45.52@2017-02-28;mret=-0.0802 | BMY:lb=-0.1563;buy=36.22@2017-02-01;sell=41.78@2017-02-28;mret=0.1536 | URBN:lb=-0.1499;buy=26.54@2017-02-01;sell=26.03@2017-02-28;mret=-0.0192 | AYI:lb=-0.1496;buy=201.27@2017-02-01;sell=205.23@2017-02-28;mret=0.0196,0.0060775623194133654,0.03296221208992245,0.03929166842895104,-0.026884649770509084,-0.03321410610953768
2017-02,rank_tail,2017-01-13,2017-02-28,2017-03-01,2017-03-31,UAA:lb=-0.3145;buy=20.62@2017-03-01;sell=19.78@2017-03-31;mret=-0.0407 | UA:lb=-0.2996;buy=18.56@2017-03-01;sell=18.30@2017-03-31;mret=-0.0140 | TRIP:lb=-0.2164;buy=36.88@2017-03-01;sell=38.38@2017-03-31;mret=0.0408 | SIG:lb=-0.2103;buy=52.79@2017-03-01;sell=57.51@2017-03-31;mret=0.0893 | RRC:lb=-0.1790;buy=26.02@2017-03-01;sell=27.44@2017-03-31;mret=0.0544 | COL:lb=-0.1667;buy=0.10@2017-03-01;sell=0.09@2017-03-31;mret=-0.1000 | PBI:lb=-0.1662;buy=8.98@2017-03-01;sell=8.63@2017-03-31;mret=-0.0389 | APA:lb=-0.1590;buy=42.06@2017-03-01;sell=41.10@2017-03-31;mret=-0.0228 | TGT:lb=-0.1550;buy=45.52@2017-03-01;sell=42.75@2017-03-31;mret=-0.0609 | QCOM:lb=-0.1476;buy=44.55@2017-03-01;sell=45.23@2017-03-31;mret=0.0152,-0.003376854753475489,-0.0003357654630757878,0.0012498687261435215,-0.003041089290399701,-0.00462672347961901
2017-03,rank_tail,2017-02-16,2017-03-31,2017-04-03,2017-04-28,PRGO:lb=-0.1996;buy=53.92@2017-04-03;sell=60.05@2017-04-28;mret=0.1137 | COL:lb=-0.1818;buy=0.09@2017-04-03;sell=0.09@2017-04-28;mret=-0.0556 | TGT:lb=-0.1535;buy=42.75@2017-04-03;sell=43.26@2017-04-28;mret=0.0120 | KMX:lb=-0.1327;buy=59.22@2017-04-03;sell=58.50@2017-04-28;mret=-0.0122 | KR:lb=-0.1311;buy=24.52@2017-04-03;sell=24.65@2017-04-28;mret=0.0054 | TDG:lb=-0.1279;buy=150.40@2017-04-03;sell=168.56@2017-04-28;mret=0.1207 | CF:lb=-0.1244;buy=23.31@2017-04-03;sell=21.24@2017-04-28;mret=-0.0889 | NFX:lb=-0.1241;buy=36.91@2017-04-03;sell=34.62@2017-04-28;mret=-0.0620 | NEM:lb=-0.1214;buy=26.00@2017-04-03;sell=26.67@2017-04-28;mret=0.0258 | EVHC:lb=-0.1146;buy=61.32@2017-04-03;sell=56.03@2017-04-28;mret=-0.0863,-0.0014499949764547049,0.0044379488346670826,0.009926319351692747,-0.0058879438111217874,-0.011376314328147452
2017-04,rank_tail,2017-03-16,2017-04-28,2017-05-01,2017-05-31,SYF:lb=-0.2241;buy=22.47@2017-05-01;sell=21.80@2017-05-31;mret=-0.0298 | GWW:lb=-0.2137;buy=168.97@2017-05-01;sell=152.08@2017-05-31;mret=-0.1000 | INCY:lb=-0.1628;buy=124.28@2017-05-01;sell=129.33@2017-05-31;mret=0.0406 | AYI:lb=-0.1585;buy=171.16@2017-05-01;sell=158.34@2017-05-31;mret=-0.0749 | TSCO:lb=-0.1391;buy=10.80@2017-05-01;sell=9.66@2017-05-31;mret=-0.1050 | EVHC:lb=-0.1289;buy=56.03@2017-05-01;sell=54.61@2017-05-31;mret=-0.0253 | FFIV:lb=-0.1264;buy=129.13@2017-05-01;sell=128.13@2017-05-31;mret=-0.0077 | URI:lb=-0.1247;buy=106.21@2017-05-01;sell=105.31@2017-05-31;mret=-0.0085 | FAST:lb=-0.1221;buy=8.94@2017-05-01;sell=8.64@2017-05-31;mret=-0.0338 | RIG:lb=-0.1197;buy=11.03@2017-05-01;sell=9.09@2017-05-31;mret=-0.1759,-0.05136746301460182,0.008999046009785072,0.014112915411696125,-0.060366509024386894,-0.06548037842629795
2017-05,rank_tail,2017-04-18,2017-05-31,2017-06-01,2017-06-30,SIG:lb=-0.2663;buy=40.12@2017-06-01;sell=52.75@2017-06-30;mret=0.3148 | KIM:lb=-0.2280;buy=11.34@2017-06-01;sell=11.86@2017-06-30;mret=0.0462 | RIG:lb=-0.2191;buy=9.09@2017-06-01;sell=8.23@2017-06-30;mret=-0.0946 | AKAM:lb=-0.2002;buy=47.15@2017-06-01;sell=49.81@2017-06-30;mret=0.0564 | HP:lb=-0.1987;buy=34.59@2017-06-01;sell=35.69@2017-06-30;mret=0.0319 | BBBY:lb=-0.1971;buy=14.05@2017-06-01;sell=16.30@2017-06-30;mret=0.1601 | M:lb=-0.1815;buy=15.96@2017-06-01;sell=16.05@2017-06-30;mret=0.0057 | SYF:lb=-0.1789;buy=21.80@2017-06-01;sell=24.21@2017-06-30;mret=0.1106 | DVN:lb=-0.1616;buy=24.02@2017-06-01;sell=22.64@2017-06-30;mret=-0.0574 | RRC:lb=-0.1590;buy=21.74@2017-06-01;sell=21.86@2017-06-30;mret=0.0056,0.05675735856416986,0.014018364262946115,0.006374531297289376,0.04273899430122374,0.05038282726688048
2017-06,rank_tail,2017-05-18,2017-06-30,2017-07-03,2017-07-31,AAP:lb=-0.2146;buy=102.95@2017-07-03;sell=98.90@2017-07-31;mret=-0.0393 | RIG:lb=-0.2132;buy=8.23@2017-07-03;sell=8.65@2017-07-31;mret=0.0510 | KR:lb=-0.1983;buy=19.47@2017-07-03;sell=20.47@2017-07-31;mret=0.0515 | QRVO:lb=-0.1619;buy=63.32@2017-07-03;sell=68.56@2017-07-31;mret=0.0828 | NFX:lb=-0.1545;buy=28.46@2017-07-03;sell=28.73@2017-07-31;mret=0.0095 | AZO:lb=-0.1534;buy=570.46@2017-07-03;sell=539.82@2017-07-31;mret=-0.0537 | TRIP:lb=-0.1437;buy=33.97@2017-07-03;sell=34.70@2017-07-31;mret=0.0215 | CMG:lb=-0.1416;buy=8.32@2017-07-03;sell=6.88@2017-07-31;mret=-0.1738 | FTI:lb=-0.1376;buy=18.57@2017-07-03;sell=19.48@2017-07-31;mret=0.0493 | DVN:lb=-0.1320;buy=22.64@2017-07-03;sell=23.59@2017-07-31;mret=0.0419,0.004321560501418187,0.01644076431705921,0.02055440278667553,-0.012119203815641022,-0.016232842285257343
2017-07,rank_tail,2017-06-16,2017-07-31,2017-08-01,2017-08-31,CMG:lb=-0.2379;buy=6.88@2017-08-01;sell=6.33@2017-08-31;mret=-0.0787 | STX:lb=-0.2039;buy=23.20@2017-08-01;sell=22.19@2017-08-31;mret=-0.0434 | MO:lb=-0.1593;buy=35.11@2017-08-01;sell=34.26@2017-08-31;mret=-0.0242 | ULTA:lb=-0.1511;buy=251.21@2017-08-01;sell=221.01@2017-08-31;mret=-0.1202 | AAP:lb=-0.1390;buy=98.90@2017-08-01;sell=86.44@2017-08-31;mret=-0.1260 | FLS:lb=-0.1296;buy=34.55@2017-08-01;sell=33.00@2017-08-31;mret=-0.0450 | HOG:lb=-0.1229;buy=39.67@2017-08-01;sell=38.32@2017-08-31;mret=-0.0341 | UAL:lb=-0.1185;buy=67.68@2017-08-01;sell=61.96@2017-08-31;mret=-0.0845 | ORLY:lb=-0.1171;buy=13.62@2017-08-01;sell=13.08@2017-08-31;mret=-0.0400 | GE:lb=-0.1169;buy=113.69@2017-08-01;sell=108.98@2017-08-31;mret=-0.0414,-0.060615180999074036,-0.006252713697239454,0.0029177344526905014,-0.05436246730183458,-0.06353291545176454
2017-08,rank_tail,2017-07-20,2017-08-31,2017-09-01,2017-09-29,HP:lb=-0.2490;buy=28.24@2017-09-01;sell=34.76@2017-09-29;mret=0.2308 | MAT:lb=-0.2320;buy=16.22@2017-09-01;sell=15.48@2017-09-29;mret=-0.0456 | UAA:lb=-0.2175;buy=16.15@2017-09-01;sell=16.48@2017-09-29;mret=0.0204 | APA:lb=-0.2130;buy=31.39@2017-09-01;sell=37.01@2017-09-29;mret=0.1792 | UA:lb=-0.2073;buy=15.10@2017-09-01;sell=15.02@2017-09-29;mret=-0.0053 | IPG:lb=-0.2011;buy=14.53@2017-09-01;sell=15.00@2017-09-29;mret=0.0323 | STX:lb=-0.2002;buy=22.19@2017-09-01;sell=23.79@2017-09-29;mret=0.0722 | RRC:lb=-0.1978;buy=16.38@2017-09-01;sell=18.49@2017-09-29;mret=0.1285 | MOS:lb=-0.1822;buy=17.42@2017-09-01;sell=18.97@2017-09-29;mret=0.0890 | BHF:lb=-0.1729;buy=57.07@2017-09-01;sell=60.80@2017-09-29;mret=0.0654,0.076942794194512,0.030405527160537904,0.02014950486225553,0.046537267033974095,0.05679328933225647
2017-09,rank_tail,2017-08-17,2017-09-29,2017-10-02,2017-10-31,EFX:lb=-0.2442;buy=98.34@2017-10-02;sell=100.70@2017-10-31;mret=0.0240 | SCG:lb=-0.1960;buy=45.91@2017-10-02;sell=40.84@2017-10-31;mret=-0.1103 | NWL:lb=-0.1451;buy=29.29@2017-10-02;sell=27.99@2017-10-31;mret=-0.0443 | SJM:lb=-0.1445;buy=80.64@2017-10-02;sell=81.50@2017-10-31;mret=0.0107 | CPB:lb=-0.1323;buy=35.51@2017-10-02;sell=36.21@2017-10-31;mret=0.0195 | COTY:lb=-0.1307;buy=14.93@2017-10-02;sell=13.91@2017-10-31;mret=-0.0684 | KR:lb=-0.1225;buy=16.83@2017-10-02;sell=17.37@2017-10-31;mret=0.0319 | HRB:lb=-0.1150;buy=19.25@2017-10-02;sell=17.99@2017-10-31;mret=-0.0657 | DGX:lb=-0.1113;buy=79.28@2017-10-02;sell=79.79@2017-10-31;mret=0.0063 | K:lb=-0.1025;buy=43.37@2017-10-02;sell=43.48@2017-10-31;mret=0.0026,-0.01862794020183145,0.014199270477159853,0.023563998891630078,-0.0328272106789913,-0.04219193909346153
2017-10,rank_tail,2017-09-19,2017-10-31,2017-11-01,2017-11-30,UA:lb=-0.2656;buy=11.53@2017-11-01;sell=11.93@2017-11-30;mret=0.0347 | SCG:lb=-0.2589;buy=40.84@2017-11-01;sell=40.87@2017-11-30;mret=0.0007 | UAA:lb=-0.2552;buy=12.52@2017-11-01;sell=13.29@2017-11-30;mret=0.0615 | CVS:lb=-0.1699;buy=53.10@2017-11-01;sell=59.35@2017-11-30;mret=0.1178 | GE:lb=-0.1669;buy=90.39@2017-11-01;sell=82.01@2017-11-30;mret=-0.0928 | MRK:lb=-0.1647;buy=40.71@2017-11-01;sell=40.85@2017-11-30;mret=0.0033 | AMD:lb=-0.1623;buy=10.99@2017-11-01;sell=10.89@2017-11-30;mret=-0.0091 | PCG:lb=-0.1596;buy=57.11@2017-11-01;sell=53.62@2017-11-30;mret=-0.0611 | TRIP:lb=-0.1399;buy=33.35@2017-11-01;sell=30.79@2017-11-30;mret=-0.0768 | M:lb=-0.1387;buy=13.18@2017-11-01;sell=16.72@2017-11-30;mret=0.2687,0.027863430342665252,0.039640151649069866,0.03056581468078945,-0.011776721306404614,-0.0027023843381241974
2017-11,rank_tail,2017-10-18,2017-11-30,2017-12-01,2017-12-29,NWL:lb=-0.2428;buy=21.42@2017-12-01;sell=21.37@2017-12-29;mret=-0.0023 | AMD:lb=-0.2260;buy=10.89@2017-12-01;sell=10.28@2017-12-29;mret=-0.0560 | EVHC:lb=-0.2145;buy=31.93@2017-12-01;sell=34.56@2017-12-29;mret=0.0824 | GE:lb=-0.2089;buy=82.01@2017-12-01;sell=78.78@2017-12-29;mret=-0.0393 | UA:lb=-0.2036;buy=11.93@2017-12-01;sell=13.32@2017-12-29;mret=0.1165 | EXPE:lb=-0.1936;buy=118.45@2017-12-01;sell=115.81@2017-12-29;mret=-0.0223 | UAA:lb=-0.1862;buy=13.29@2017-12-01;sell=14.43@2017-12-29;mret=0.0858 | REGN:lb=-0.1764;buy=359.86@2017-12-01;sell=373.89@2017-12-29;mret=0.0390 | SIG:lb=-0.1450;buy=44.04@2017-12-01;sell=47.63@2017-12-29;mret=0.0815 | INCY:lb=-0.1403;buy=98.99@2017-12-01;sell=94.71@2017-12-29;mret=-0.0432,0.025566597437648886,0.010329968074131779,0.012127868346797133,0.015236629363517107,0.013438729090851753
2017-12,rank_tail,2017-11-15,2017-12-29,2018-01-02,2018-01-31,SIG:lb=-0.2334;buy=47.63@2018-01-02;sell=44.56@2018-01-31;mret=-0.0645 | EIX:lb=-0.2199;buy=44.95@2018-01-02;sell=44.45@2018-01-31;mret=-0.0112 | PCG:lb=-0.1941;buy=44.32@2018-01-02;sell=41.94@2018-01-31;mret=-0.0535 | MAT:lb=-0.1605;buy=15.38@2018-01-02;sell=15.84@2018-01-31;mret=0.0299 | ADSK:lb=-0.1547;buy=104.83@2018-01-02;sell=115.62@2018-01-31;mret=0.1029 | PPL:lb=-0.1437;buy=21.62@2018-01-02;sell=22.27@2018-01-31;mret=0.0297 | QRVO:lb=-0.1315;buy=66.60@2018-01-02;sell=71.77@2018-01-31;mret=0.0776 | SWKS:lb=-0.1255;buy=79.29@2018-01-02;sell=81.18@2018-01-31;mret=0.0238 | FE:lb=-0.1196;buy=22.06@2018-01-02;sell=23.70@2018-01-31;mret=0.0745 | BSX:lb=-0.1150;buy=24.79@2018-01-02;sell=27.96@2018-01-31;mret=0.1279,0.03539539544288561,0.043810662913954745,0.05635903283669541,-0.008415267471069132,-0.020963637393809798
2018-01,rank_tail,2017-12-15,2018-01-31,2018-02-01,2018-02-28,PCG:lb=-0.2002;buy=41.94@2018-02-01;sell=40.62@2018-02-28;mret=-0.0316 | ALB:lb=-0.1388;buy=99.94@2018-02-01;sell=89.94@2018-02-28;mret=-0.1000 | NWL:lb=-0.1357;buy=18.29@2018-02-01;sell=17.92@2018-02-28;mret=-0.0203 | KIM:lb=-0.1253;buy=10.75@2018-02-01;sell=10.11@2018-02-28;mret=-0.0597 | SO:lb=-0.1208;buy=32.47@2018-02-01;sell=31.40@2018-02-28;mret=-0.0329 | VTR:lb=-0.1173;buy=39.94@2018-02-01;sell=34.48@2018-02-28;mret=-0.1367 | F:lb=-0.1065;buy=7.34@2018-02-01;sell=7.10@2018-02-28;mret=-0.0328 | DUK:lb=-0.1063;buy=56.59@2018-02-01;sell=54.96@2018-02-28;mret=-0.0288 | WELL:lb=-0.1041;buy=45.26@2018-02-01;sell=40.26@2018-02-28;mret=-0.1106 | AEP:lb=-0.1014;buy=51.80@2018-02-01;sell=49.87@2018-02-28;mret=-0.0373,-0.05687017574452846,-0.04250022401061704,-0.036360064701173145,-0.014369951733911424,-0.020510111043355317
2018-02,rank_tail,2018-01-16,2018-02-28,2018-03-01,2018-03-29,NFX:lb=-0.3158;buy=23.33@2018-03-01;sell=24.42@2018-03-29;mret=0.0467 | COL:lb=-0.3125;buy=0.05@2018-03-01;sell=0.05@2018-03-29;mret=-0.0909 | DVN:lb=-0.2910;buy=21.79@2018-03-01;sell=22.63@2018-03-29;mret=0.0384 | APA:lb=-0.2580;buy=27.91@2018-03-01;sell=31.45@2018-03-29;mret=0.1268 | ANDV:lb=-0.2431;buy=88.91@2018-03-01;sell=99.76@2018-03-29;mret=0.1221 | GE:lb=-0.2187;buy=64.23@2018-03-01;sell=61.36@2018-03-29;mret=-0.0446 | ALB:lb=-0.2154;buy=89.94@2018-03-01;sell=83.33@2018-03-29;mret=-0.0736 | RRC:lb=-0.2080;buy=12.57@2018-03-01;sell=13.77@2018-03-29;mret=0.0955 | UPS:lb=-0.2076;buy=77.56@2018-03-01;sell=77.74@2018-03-29;mret=0.0024 | EXPE:lb=-0.1947;buy=101.70@2018-03-01;sell=107.06@2018-03-29;mret=0.0527,0.02955318954891295,-0.0075740519501561465,-0.027410571579809306,0.0371272414990691,0.05696376112872226
2018-03,rank_tail,2018-02-14,2018-03-29,2018-04-02,2018-04-30,MAT:lb=-0.2035;buy=13.15@2018-04-02;sell=14.80@2018-04-30;mret=0.1255 | GIS:lb=-0.1958;buy=34.07@2018-04-02;sell=33.43@2018-04-30;mret=-0.0187 | AMD:lb=-0.1762;buy=10.05@2018-04-02;sell=10.88@2018-04-30;mret=0.0826 | ALB:lb=-0.1672;buy=83.33@2018-04-02;sell=87.12@2018-04-30;mret=0.0455 | ABBV:lb=-0.1630;buy=67.71@2018-04-02;sell=69.79@2018-04-30;mret=0.0306 | QCOM:lb=-0.1608;buy=45.39@2018-04-02;sell=41.78@2018-04-30;mret=-0.0794 | WMB:lb=-0.1604;buy=16.22@2018-04-02;sell=16.78@2018-04-30;mret=0.0350 | KR:lb=-0.1570;buy=20.29@2018-04-02;sell=21.35@2018-04-30;mret=0.0522 | CI:lb=-0.1420;buy=153.39@2018-04-02;sell=157.12@2018-04-30;mret=0.0243 | KMI:lb=-0.1370;buy=9.65@2018-04-02;sell=10.27@2018-04-30;mret=0.0636,0.037672397265102076,0.0021107876779804524,0.005168183885733146,0.03556160958712162,0.03250421337936893
2018-04,rank_tail,2018-03-16,2018-04-30,2018-05-01,2018-05-31,INCY:lb=-0.3120;buy=61.94@2018-05-01;sell=68.27@2018-05-31;mret=0.1022 | WDC:lb=-0.2558;buy=54.72@2018-05-01;sell=57.99@2018-05-31;mret=0.0599 | MU:lb=-0.2410;buy=44.86@2018-05-01;sell=56.19@2018-05-31;mret=0.2525 | AAL:lb=-0.2251;buy=41.92@2018-05-01;sell=42.62@2018-05-31;mret=0.0166 | SWKS:lb=-0.2158;buy=72.67@2018-05-01;sell=82.87@2018-05-31;mret=0.1403 | LKQ:lb=-0.2157;buy=27.85@2018-05-01;sell=28.52@2018-05-31;mret=0.0242 | BMY:lb=-0.2123;buy=39.70@2018-05-01;sell=40.07@2018-05-31;mret=0.0094 | CHTR:lb=-0.2071;buy=271.29@2018-05-01;sell=261.04@2018-05-31;mret=-0.0378 | AYI:lb=-0.2014;buy=116.79@2018-05-01;sell=115.31@2018-05-31;mret=-0.0127 | PM:lb=-0.1989;buy=54.60@2018-05-01;sell=52.97@2018-05-31;mret=-0.0300,0.05202190012540009,0.016180107126517074,0.024309212785605938,0.035841792998883015,0.02771268733979415
2018-05,rank_tail,2018-04-18,2018-05-31,2018-06-01,2018-06-29,COTY:lb=-0.2435;buy=12.24@2018-06-01;sell=13.03@2018-06-29;mret=0.0642 | PM:lb=-0.2159;buy=52.97@2018-06-01;sell=54.53@2018-06-29;mret=0.0294 | CPB:lb=-0.1960;buy=26.11@2018-06-01;sell=31.47@2018-06-29;mret=0.2051 | LKQ:lb=-0.1902;buy=28.52@2018-06-01;sell=28.64@2018-06-29;mret=0.0041 | UNM:lb=-0.1881;buy=29.45@2018-06-01;sell=28.06@2018-06-29;mret=-0.0469 | CAH:lb=-0.1847;buy=41.54@2018-06-01;sell=39.31@2018-06-29;mret=-0.0536 | TPR:lb=-0.1802;buy=35.39@2018-06-01;sell=38.09@2018-06-29;mret=0.0763 | DLTR:lb=-0.1784;buy=82.59@2018-06-01;sell=85.00@2018-06-29;mret=0.0292 | CHTR:lb=-0.1777;buy=261.04@2018-06-01;sell=293.21@2018-06-29;mret=0.1232 | FLR:lb=-0.1758;buy=46.38@2018-06-01;sell=46.42@2018-06-29;mret=0.0008,0.042578081424629266,0.007633460731573782,0.0057507462521508845,0.034944620693055484,0.03682733517247838
2018-06,rank_tail,2018-05-17,2018-06-29,2018-07-02,2018-07-31,NKTR:lb=-0.3837;buy=732.45@2018-07-02;sell=789.00@2018-07-31;mret=0.0772 | BWA:lb=-0.1733;buy=33.76@2018-07-02;sell=36.00@2018-07-31;mret=0.0663 | HRB:lb=-0.1702;buy=17.04@2018-07-02;sell=18.82@2018-07-31;mret=0.1045 | HAL:lb=-0.1681;buy=38.69@2018-07-02;sell=36.42@2018-07-31;mret=-0.0586 | HPE:lb=-0.1673;buy=11.53@2018-07-02;sell=12.19@2018-07-31;mret=0.0568 | BF-B:lb=-0.1658;buy=43.25@2018-07-02;sell=46.96@2018-07-31;mret=0.0859 | BHF:lb=-0.1647;buy=40.07@2018-07-02;sell=43.43@2018-07-31;mret=0.0839 | FITB:lb=-0.1583;buy=21.51@2018-07-02;sell=22.17@2018-07-31;mret=0.0310 | XRX:lb=-0.1483;buy=15.93@2018-07-02;sell=17.24@2018-07-31;mret=0.0821 | SBUX:lb=-0.1460;buy=41.46@2018-07-02;sell=44.47@2018-07-31;mret=0.0725,0.061518531571986834,0.035403561124368155,0.03704649264049742,0.02611497044761868,0.024472038931489415
2018-07,rank_tail,2018-06-18,2018-07-31,2018-08-01,2018-08-31,IPGP:lb=-0.3273;buy=164.04@2018-08-01;sell=175.48@2018-08-31;mret=0.0697 | TSN:lb=-0.1880;buy=46.79@2018-08-01;sell=51.22@2018-08-31;mret=0.0947 | SYF:lb=-0.1731;buy=23.93@2018-08-01;sell=26.37@2018-08-31;mret=0.1021 | VMC:lb=-0.1550;buy=104.84@2018-08-01;sell=103.98@2018-08-31;mret=-0.0082 | F:lb=-0.1509;buy=6.90@2018-08-01;sell=6.52@2018-08-31;mret=-0.0558 | AVGO:lb=-0.1503;buy=18.05@2018-08-01;sell=17.82@2018-08-31;mret=-0.0124 | UAA:lb=-0.1433;buy=19.97@2018-08-01;sell=20.45@2018-08-31;mret=0.0240 | EL:lb=-0.1408;buy=122.78@2018-08-01;sell=127.84@2018-08-31;mret=0.0412 | MCK:lb=-0.1400;buy=118.49@2018-08-01;sell=121.82@2018-08-31;mret=0.0282 | EBAY:lb=-0.1392;buy=29.77@2018-08-01;sell=30.80@2018-08-31;mret=0.0347,0.03241708261720899,0.020087134928596928,0.03191970107271569,0.012329947688612064,0.0004973815444933027
2018-08,rank_tail,2018-07-20,2018-08-31,2018-09-04,2018-09-28,IPGP:lb=-0.2629;buy=175.48@2018-09-04;sell=156.07@2018-09-28;mret=-0.1106 | EA:lb=-0.2310;buy=110.27@2018-09-04;sell=117.15@2018-09-28;mret=0.0624 | HBI:lb=-0.2024;buy=14.55@2018-09-04;sell=15.28@2018-09-28;mret=0.0507 | WDC:lb=-0.1748;buy=44.20@2018-09-04;sell=41.27@2018-09-28;mret=-0.0664 | WHR:lb=-0.1693;buy=90.11@2018-09-04;sell=85.62@2018-09-28;mret=-0.0498 | NEM:lb=-0.1618;buy=24.79@2018-09-04;sell=24.25@2018-09-28;mret=-0.0221 | NWL:lb=-0.1608;buy=15.45@2018-09-04;sell=14.44@2018-09-28;mret=-0.0654 | MHK:lb=-0.1456;buy=191.59@2018-09-04;sell=175.35@2018-09-28;mret=-0.0848 | NWSA:lb=-0.1446;buy=12.02@2018-09-04;sell=12.23@2018-09-28;mret=0.0172 | NWS:lb=-0.1226;buy=12.53@2018-09-04;sell=12.63@2018-09-28;mret=0.0077,-0.026215770930742788,-0.0010122432023057515,0.005945730680981143,-0.025203527728437036,-0.03216150161172393
